"SAMPN","VEHNO","YEAR","MAKE","O_MAKE","MODEL","BODY","O_BODY","FUEL","O_FUEL","USER","CNTV","O_CNTV","HHWGT","EXPWGT"
2275761,2,1999,16.00,"","S-10 PICK UP",4.00,"",1.00,"",2.00,2.00,"MAIL-IN",0.63,105.61
2275784,1,2010,39.00,"","ROGUE",3.00,"",1.00,"",1.00,1.00,,0.77,130.27
2275784,2,2005,20.00,"","TAURUS",1.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.77,130.27
2275785,1,2002,50.00,,"SIENNA",2.00,,1.00,,1.00,2.00,"NOT NEEDED",0.60,101.86
2275785,2,2001,50.00,,"SIENNA",2.00,,1.00,,2.00,1.00,,0.60,101.86
2275787,1,2006,24.00,,"ACCORD",1.00,,1.00,,1.00,1.00,,0.55,92.56
2275787,2,2010,24.00,,"PILOT",3.00,,1.00,,2.00,1.00,,0.55,92.56
2275787,3,1999,51.00,,"BEETLE",1.00,,1.00,,98.00,1.00,,0.55,92.56
2275818,1,1999,16.00,"","S-10 PICK UP",4.00,"",1.00,"",1.00,1.00,,0.79,132.31
2275818,2,2009,39.00,"","MURANO",3.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.79,132.31
2275818,3,1999,20.00,"","MUSTANG",1.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.79,132.31
2275826,1,2006,13.00,"","325CI",1.00,"",1.00,"",1.00,1.00,,0.78,130.41
2275826,2,2010,24.00,"","CR-V",3.00,"",1.00,"",2.00,1.00,,0.78,130.41
2275826,3,1997,50.00,"","4RUNNER",3.00,"",1.00,"",3.00,1.00,,0.78,130.41
2275905,1,2005,24.00,,"CR-V",3.00,,1.00,,1.00,1.00,,0.85,143.32
2275905,2,2003,35.00,,"DK/RF",1.00,,1.00,,2.00,1.00,,0.85,143.32
2275905,3,2007,50.00,,"YARIS",1.00,,1.00,,4.00,1.00,,0.85,143.32
2275920,1,2004,17.00,,"PACIFICA",3.00,,1.00,,99.00,1.00,,1.12,188.36
2275920,2,2010,50.00,,"OUTBACK",99.00,,1.00,,99.00,1.00,,1.12,188.36
2275938,1,1995,21.00,"","PRISM",1.00,"",1.00,"",1.00,1.00,,1.59,266.87
2275962,1,2000,19.00,,"CARAVAN",2.00,,1.00,,1.00,1.00,,0.58,98.00
2275962,2,2009,50.00,,"HIGHLANDER",3.00,,1.00,,2.00,2.00,"MAIL-IN",0.58,98.00
2275962,3,1970,14.00,,"SKYLARK",1.00,,1.00,,1.00,2.00,"MAIL-IN",0.58,98.00
2276048,1,1997,35.00,,"626",1.00,,1.00,,99.00,1.00,,0.91,152.86
2276048,2,2000,32.00,,"SPECTRA",1.00,,1.00,,99.00,1.00,,0.91,152.86
2276066,1,2008,24.00,,"PILOT",3.00,,1.00,,99.00,1.00,,0.49,81.98
2276066,2,2009,27.00,,"G20",1.00,,1.00,,99.00,1.00,,0.49,81.98
2276066,3,1973,16.00,,"CORVETTE",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.49,81.98
2276085,1,1997,19.00,,"DAKOTA",4.00,,1.00,,1.00,2.00,"MAIL-IN",0.42,70.48
2276085,2,2003,19.00,,"CARAVAN",2.00,,1.00,,2.00,1.00,,0.42,70.48
2276085,3,2009,19.00,,"CHALLENGER",1.00,,1.00,,1.00,1.00,,0.42,70.48
2276093,1,2010,50.00,"","VENZA",3.00,"",1.00,"",1.00,1.00,,1.13,190.19
2276093,2,2010,50.00,"","HIGHLANDER",3.00,"",1.00,"",2.00,1.00,,1.13,190.19
2276095,1,2008,24.00,"","PILOT",3.00,"",1.00,"",2.00,2.00,"DK/RF",1.02,171.94
2276095,2,1997,16.00,"","DK/RF",4.00,"",1.00,"",2.00,1.00,,1.02,171.94
2276112,1,2004,50.00,"","LEGACY",99.00,"",1.00,"",1.00,1.00,,0.82,137.48
2276134,1,2002,20.00,,"ESCORT",1.00,,1.00,,99.00,2.00,"NOT NEEDED",1.50,250.87
2276307,1,2003,26.00,"","SANTA FE",3.00,"",1.00,"",1.00,1.00,,0.51,86.42
2276307,2,2003,16.00,"","SILVERADO",4.00,"",2.00,"",2.00,1.00,,0.51,86.42
2276307,3,1999,24.00,"","CR-V",3.00,"",1.00,"",3.00,1.00,,0.51,86.42
2276370,1,1996,16.00,,"CAVALIER",1.00,,1.00,,1.00,1.00,,0.84,141.16
2276443,1,1994,50.00,,"COROLLA",1.00,,1.00,,1.00,1.00,,0.88,147.78
2276572,1,2003,20.00,"","TAURUS WAGON",1.00,"",1.00,"",1.00,1.00,,0.77,129.00
2276572,2,2008,52.00,"","V50",1.00,"",1.00,"",2.00,1.00,,0.77,129.00
2276582,1,2006,50.00,"","AVALON",1.00,"",1.00,"",1.00,1.00,,0.57,96.58
2276582,2,1996,50.00,"","AVALON",1.00,"",1.00,"",2.00,2.00,"MAIL-IN",0.57,96.58
2276582,3,2001,16.00,"","CORVETTE",1.00,"",1.00,"",2.00,1.00,,0.57,96.58
2276608,1,2004,24.00,"","ACCORD",1.00,"",1.00,"",1.00,1.00,,0.45,75.47
2276608,2,2010,50.00,"","CAMRY",1.00,"",1.00,"",2.00,1.00,,0.45,75.47
2276608,3,2002,37.00,"","SABLE",1.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.45,75.47
2276618,1,2001,11.00,,"INTEGRA",1.00,,1.00,,99.00,1.00,,0.56,94.63
2276664,1,2003,50.00,"","CAMRY",1.00,"",1.00,"",1.00,1.00,,0.92,154.64
2276669,1,2004,12.00,,"A4",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.53,89.67
2276669,2,2004,24.00,,"ACCORD",1.00,,1.00,,99.00,1.00,,0.53,89.67
2276712,1,1996,30.00,,"GRAND CHEROKEE",3.00,,1.00,,99.00,1.00,,0.84,141.16
2276737,1,2002,19.00,,"CARAVAN",2.00,,1.00,,1.00,1.00,,0.80,134.57
2276737,2,2002,16.00,,"MALIBU",1.00,,1.00,,2.00,1.00,,0.80,134.57
2276811,1,2001,24.00,,"CR-V",3.00,,1.00,,1.00,1.00,,0.71,119.69
2276811,2,1991,24.00,,"CIVIC",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.71,119.69
2276863,1,2001,50.00,"","TACOMA",4.00,"",1.00,"",1.00,1.00,,0.93,155.90
2276863,2,2005,16.00,"","COBALT",1.00,"",1.00,"",2.00,1.00,,0.93,155.90
2276870,1,2005,50.00,"","PRIUS",1.00,"",3.00,"",1.00,1.00,,0.75,126.93
2276870,2,2006,50.00,"","SIENNA",2.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.75,126.93
2276930,1,2008,50.00,,"AVALON",1.00,,1.00,,2.00,1.00,,0.81,136.78
2276930,2,2000,16.00,,"VAN",2.00,,1.00,,2.00,2.00,"NOT NEEDED",0.81,136.78
2276933,1,2000,45.00,,"9-5 SPORT WAGON",1.00,,1.00,,1.00,2.00,"MAIL-IN",0.92,154.02
2276933,2,2001,48.00,,"FORESTER",3.00,,1.00,,2.00,2.00,"MAIL-IN",0.92,154.02
2276976,1,2001,30.00,"","JEEP CHEROKEE SPORT",3.00,"",1.00,"",1.00,1.00,,0.56,93.86
2276976,2,2001,51.00,"","JETTA",1.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.56,93.86
2276987,1,2007,30.00,,"GRAND CHEROKEE",3.00,,1.00,,1.00,1.00,,0.80,134.30
2276987,2,2004,33.00,,"RS 300",3.00,,1.00,,2.00,1.00,,0.80,134.30
2276987,3,2007,30.00,,"LIBERTY",3.00,,1.00,,3.00,1.00,,0.80,134.30
2276999,1,2001,45.00,,"9-3 CONVERTIBLE",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.56,94.63
2277023,1,2001,30.00,,"LIMITED",3.00,,1.00,,1.00,1.00,,0.77,130.27
2277023,2,2009,20.00,,"DK/RF",99.00,,1.00,,2.00,1.00,,0.77,130.27
2277048,1,2009,24.00,,"CR-V",3.00,,1.00,,2.00,2.00,"NOT NEEDED",0.84,140.39
2277048,2,2009,24.00,,"FIT",1.00,,1.00,,1.00,1.00,,0.84,140.39
2277056,1,2010,33.00,,"LS",1.00,,1.00,,1.00,1.00,,0.59,99.76
2277056,2,2004,33.00,,"RX",3.00,,1.00,,2.00,1.00,,0.59,99.76
2277056,3,2002,33.00,,"ES",1.00,,1.00,,3.00,2.00,"NOT NEEDED",0.59,99.76
2277075,1,2002,20.00,"","DK/RF",99.00,"",1.00,"",2.00,1.00,,0.55,92.63
2277075,2,2003,24.00,"","ACCORD",1.00,"",1.00,"",1.00,1.00,,0.55,92.63
2277112,1,2009,51.00,,"JETTA",1.00,,2.00,,1.00,1.00,,0.59,99.18
2277112,2,2003,12.00,,"A4",1.00,,1.00,,2.00,1.00,,0.59,99.18
2277130,1,2007,33.00,,"IS",1.00,,1.00,,1.00,1.00,,0.96,161.78
2277230,1,2001,16.00,"","PRIZM",1.00,"",1.00,"",1.00,1.00,,1.36,227.75
2277276,1,2007,35.00,,"SPEED 3",1.00,,1.00,,1.00,1.00,,0.60,100.81
2277276,2,2004,39.00,,"QUEST",2.00,,1.00,,2.00,1.00,,0.60,100.81
2277282,1,2003,40.00,"","ALERO",1.00,"",1.00,"",1.00,1.00,,0.53,89.67
2277282,2,2002,20.00,"","RANGER",4.00,"",1.00,"",2.00,1.00,,0.53,89.67
2277316,1,1995,20.00,"","TAURUS WAGON",1.00,"",1.00,"",1.00,1.00,,1.10,185.39
2277370,1,2002,30.00,"","GRAND CHEROKEE",3.00,"",1.00,"",2.00,1.00,,0.86,144.17
2277370,2,2004,16.00,"","S-10 PICK UP",4.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.86,144.17
2277384,1,1993,24.00,,"CIVIC",1.00,,1.00,,1.00,1.00,,1.16,195.06
2277483,1,2011,50.00,,"CAMRY",1.00,,3.00,,99.00,1.00,,0.67,112.59
2277483,2,1990,48.00,,"LEGACY",1.00,,1.00,,99.00,2.00,"MAIL-IN",0.67,112.59
2277483,3,2002,50.00,,"SIENNA",2.00,,1.00,,99.00,1.00,,0.67,112.59
2277488,1,2008,20.00,"","ESCAPE",3.00,"",1.00,"",1.00,1.00,,0.83,139.63
2277488,2,2004,20.00,"","FREESTAR",2.00,"",1.00,"",2.00,1.00,,0.83,139.63
2277488,3,2005,32.00,"","SPECTRA",1.00,"",1.00,"",3.00,1.00,,0.83,139.63
2277489,1,1998,20.00,"","228",99.00,"",1.00,"",1.00,1.00,,0.71,119.06
2277489,2,2004,48.00,"","390",99.00,"",1.00,"",2.00,1.00,,0.71,119.06
2277499,1,1996,48.00,,"LEGACY",1.00,,1.00,,1.00,1.00,,0.82,137.48
2277610,1,2003,24.00,"","ODYSSEY",2.00,"",1.00,"",1.00,1.00,,0.99,166.41
2277610,2,2011,20.00,"","F-350",4.00,"",1.00,"",98.00,2.00,"NOT NEEDED",0.99,166.41
2277638,1,1994,19.00,,"CARAVAN",2.00,,1.00,,1.00,2.00,"NOT NEEDED",0.77,130.18
2277638,2,2006,49.00,,"C50",99.00,,1.00,,1.00,2.00,"NOT NEEDED",0.77,130.18
2277638,3,2009,24.00,,"CIVIC",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.77,130.18
2277638,4,2009,39.00,,"CUBE",1.00,,1.00,,1.00,1.00,,0.77,130.18
2277680,1,2003,16.00,,"VENTURE",2.00,,1.00,,99.00,1.00,,0.92,154.02
2277680,2,2006,19.00,,"DAKOTA",4.00,,1.00,,99.00,1.00,,0.92,154.02
2277816,1,2008,11.00,"","MDX",3.00,"",1.00,"",1.00,1.00,,0.83,139.63
2277816,2,2011,13.00,"","328I",1.00,"",1.00,"",2.00,1.00,,0.83,139.63
2277816,3,2009,19.00,"","NITRO",3.00,"",1.00,"",3.00,1.00,,0.83,139.63
2277998,1,2010,48.00,,"OUTBACK",3.00,,1.00,,1.00,1.00,,0.46,77.72
2277998,2,2000,50.00,,"CAMRY",1.00,,1.00,,3.00,1.00,,0.46,77.72
2277998,3,2000,24.00,,"CR-V",3.00,,1.00,,2.00,1.00,,0.46,77.72
2278003,1,2004,16.00,,"AVALANCHE",3.00,,1.00,,99.00,1.00,,0.79,132.97
2278003,2,2003,40.00,,"ALERO",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.79,132.97
2278003,3,2008,50.00,,"RAV4",3.00,,1.00,,99.00,1.00,,0.79,132.97
2278041,1,2007,48.00,,"LEGACY",1.00,,1.00,,99.00,1.00,,0.70,117.44
2278092,1,2006,35.00,,"3",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.44,74.63
2278092,2,2002,23.00,,"VROD",7.00,,1.00,,1.00,2.00,"NOT NEEDED",0.44,74.63
2278125,1,1997,40.00,"","SILHOUETTE",2.00,"",1.00,"",2.00,1.00,,0.55,92.63
2278125,2,1997,20.00,"","F-150",4.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.55,92.63
2278126,1,2002,20.00,,"F-150",4.00,,1.00,,2.00,1.00,,0.77,129.65
2278126,3,2003,50.00,,"ECHO",1.00,,1.00,,3.00,2.00,"NOT NEEDED",0.77,129.65
2278286,1,2001,50.00,"","ECHO",1.00,"",1.00,"",1.00,1.00,,0.59,98.65
2278286,2,1994,19.00,"","SPIRIT",1.00,"",1.00,"",4.00,1.00,,0.59,98.65
2278286,3,2007,20.00,"","FUSION",1.00,"",1.00,"",3.00,1.00,,0.59,98.65
2278299,1,2002,11.00,,"RSX",1.00,,1.00,,1.00,1.00,,0.66,111.67
2278299,2,2010,97.00,"SHENKE SCOOTER","SCHANKE SCOOTER",99.00,,1.00,,1.00,2.00,"NOT NEEDED",0.66,111.67
2278385,1,2004,42.00,,"BONNEVILLE",1.00,,1.00,,1.00,1.00,,0.80,135.17
2278385,2,2005,20.00,,"EXPLORER",3.00,,1.00,,1.00,1.00,,0.80,135.17
2278405,1,2006,48.00,,"BAJA",4.00,,1.00,,1.00,1.00,,0.41,69.34
2278405,2,2004,48.00,,"OUTBACK",3.00,,1.00,,2.00,2.00,"NOT NEEDED",0.41,69.34
2278405,3,1978,51.00,,"CAMPER BUS",99.00,,1.00,,1.00,2.00,"NOT NEEDED",0.41,69.34
2278427,1,2005,19.00,"","NEON",1.00,"",1.00,"",1.00,1.00,,1.05,175.65
2278455,1,1998,50.00,,"COROLLA",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.94,157.54
2278473,1,2006,33.00,,"RX",3.00,,1.00,,99.00,1.00,,0.59,99.11
2278473,2,2005,33.00,,"ES",1.00,,1.00,,99.00,1.00,,0.59,99.11
2278473,3,2006,39.00,,"PATHFINDER",3.00,,1.00,,99.00,1.00,,0.59,99.11
2278502,1,2006,30.00,"","GRAND CHEROKEE",3.00,"",1.00,"",1.00,1.00,,0.53,89.67
2278502,2,2001,35.00,"","626",1.00,"",1.00,"",2.00,1.00,,0.53,89.67
2278531,1,2009,50.00,,"PRIUS",1.00,,3.00,,1.00,2.00,"NOT NEEDED",0.57,96.58
2278531,2,2007,50.00,,"CAMRY",1.00,,3.00,,2.00,1.00,,0.57,96.58
2278531,3,2002,24.00,,"ODYSSEY",2.00,,1.00,,2.00,2.00,"NOT NEEDED",0.57,96.58
2278531,4,2008,20.00,,"MUSTANG",1.00,,1.00,,3.00,1.00,,0.57,96.58
2278549,1,2007,50.00,,"COROLLA",1.00,,1.00,,1.00,1.00,,0.84,141.59
2278679,1,2004,50.00,,"SIENNA",2.00,,1.00,,99.00,1.00,,1.08,180.91
2278830,1,2001,19.00,"","CARAVAN",2.00,"",1.00,"",1.00,2.00,"MAIL-IN",1.07,178.85
2278873,1,2001,40.00,,"INTRIGUE",1.00,,1.00,,1.00,1.00,,1.44,241.23
2278887,1,2011,12.00,"","A4",1.00,"",1.00,"",1.00,1.00,,0.57,96.58
2278887,2,2004,52.00,"","S60",1.00,"",1.00,"",2.00,1.00,,0.57,96.58
2278887,3,2004,51.00,"","JETTA",1.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.57,96.58
2279002,1,2007,48.00,,"OUTBACK",3.00,,1.00,,99.00,1.00,,0.64,107.17
2279002,2,2001,48.00,,"OUTBACK",3.00,,1.00,,99.00,2.00,"NOT NEEDED",0.64,107.17
2279002,3,2001,48.00,,"FORESTER",3.00,,1.00,,99.00,2.00,"NOT NEEDED",0.64,107.17
2279002,4,2002,24.00,,"CIVIC",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.64,107.17
2279077,1,2010,24.00,"","PILOT",3.00,"",1.00,"",1.00,1.00,,0.42,70.48
2279077,2,2009,24.00,"","ACCORD",1.00,"",1.00,"",2.00,1.00,,0.42,70.48
2279077,3,1997,50.00,"","RAV4",3.00,"",1.00,"",3.00,2.00,"NOT NEEDED",0.42,70.48
2279111,1,2005,48.00,"","IMPREZA",1.00,"",1.00,"",1.00,1.00,,0.31,53.27
2279111,2,2006,30.00,"","WRANGLER",3.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.31,53.27
2279111,3,2005,16.00,"","SILVERADO",4.00,"",2.00,"",1.00,2.00,"NOT NEEDED",0.31,53.27
2279111,4,1993,16.00,"","SILVERADO",4.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.31,53.27
2279111,5,1990,23.00,"","SXRS",7.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.31,53.27
2279114,1,1994,50.00,,"CAMRY",1.00,,1.00,,99.00,1.00,,1.05,176.74
2279114,2,2006,24.00,,"ODYSSEY",2.00,,1.00,,99.00,1.00,,1.05,176.74
2279125,1,2010,24.00,"","CIVIC",1.00,"",1.00,"",1.00,1.00,,0.45,76.86
2279125,2,1981,97.00,"FIAT","SPIDER 2000",1.00,"",1.00,"",1.00,2.00,"DK/RF",0.45,76.86
2279146,1,2009,50.00,,"CAMRY",1.00,,1.00,,99.00,1.00,,0.78,131.12
2279146,2,2010,35.00,,"CX9",3.00,,1.00,,99.00,1.00,,0.78,131.12
2279166,1,2000,24.00,"","ACCORD",1.00,"",1.00,"",1.00,1.00,,0.87,146.45
2279166,2,2005,24.00,"","ODYSSEY",2.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.87,146.45
2279180,1,9998,20.00,,"DK/RF",99.00,,1.00,,99.00,1.00,,1.28,215.46
2279180,2,9998,98.00,,"DK/RF",1.00,,1.00,,99.00,2.00,"NOT NEEDED",1.28,215.46
2279240,1,1999,24.00,"","CR-V",3.00,"",1.00,"",1.00,1.00,,0.84,141.23
2279240,2,1996,20.00,"","F-150",4.00,"",1.00,"",2.00,1.00,,0.84,141.23
2279240,3,1999,50.00,"","CAMRY",1.00,"",1.00,"",3.00,1.00,,0.84,141.23
2279258,1,2007,26.00,,"SANTA FE",3.00,,1.00,,99.00,1.00,,0.59,99.76
2279258,2,2008,16.00,,"SILVERADO",4.00,,1.00,,99.00,1.00,,0.59,99.76
2279258,3,1997,16.00,,"S-10 BLAZER",3.00,,1.00,,99.00,2.00,"NOT NEEDED",0.59,99.76
2279303,1,2005,17.00,,"PT CRUISER",1.00,,1.00,,99.00,1.00,,0.84,140.39
2279303,2,1998,24.00,,"MINIVAN",2.00,,1.00,,99.00,1.00,,0.84,140.39
2279352,1,1997,12.00,,"A4",1.00,,1.00,,99.00,1.00,,1.65,276.33
2279412,1,2005,19.00,"","NEON",1.00,"",1.00,"",1.00,1.00,,0.75,125.36
2279448,1,2009,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,1.05,175.70
2279516,1,1998,46.00,"","DK/RF",1.00,"",1.00,"",1.00,1.00,,1.01,169.18
2279516,2,1998,50.00,"","COROLLA",1.00,"",1.00,"",2.00,1.00,,1.01,169.18
2279596,1,1995,37.00,,"GRAND MARQUIS",1.00,,1.00,,99.00,1.00,,0.90,151.73
2279596,2,2009,39.00,,"MAXIMA",1.00,,1.00,,99.00,2.00,"MAIL-IN",0.90,151.73
2279605,1,2009,20.00,,"MUSTANG",1.00,,1.00,,1.00,1.00,,0.75,126.58
2279605,2,2009,20.00,,"F-150",4.00,,1.00,,2.00,2.00,"NOT NEEDED",0.75,126.58
2279605,3,2009,23.00,,"ULTRA GLIDE",7.00,,1.00,,2.00,2.00,"NOT NEEDED",0.75,126.58
2279618,1,2009,50.00,,"TACOMA",4.00,,1.00,,2.00,1.00,,0.99,166.88
2279618,2,2006,42.00,,"TORRENT",3.00,,1.00,,1.00,1.00,,0.99,166.88
2279663,1,2004,16.00,,"COLORADO",4.00,,1.00,,1.00,1.00,,1.28,214.50
2279669,1,2005,50.00,,"COROLLA",1.00,,1.00,,2.00,1.00,,0.98,165.17
2279793,1,2004,50.00,,"COROLLA",1.00,,1.00,,99.00,1.00,,0.75,125.42
2279793,2,2002,33.00,,"RX",3.00,,1.00,,99.00,2.00,"DK/RF",0.75,125.42
2279793,3,2003,39.00,,"SENTRA",1.00,,1.00,,99.00,2.00,"DK/RF",0.75,125.42
2279798,1,2010,50.00,,"COROLLA",1.00,,1.00,,1.00,1.00,,0.59,99.11
2279798,2,2008,50.00,,"SIENNA",2.00,,1.00,,2.00,1.00,,0.59,99.11
2279798,3,2006,50.00,,"COROLLA",1.00,,1.00,,3.00,1.00,,0.59,99.11
2279798,4,2006,97.00,"RV","FOURWINDS",99.00,,1.00,,2.00,2.00,"MAIL-IN",0.59,99.11
2279815,1,9999,98.00,,"DK/RF",99.00,,9.00,,99.00,1.00,,1.36,227.75
2279835,1,2004,48.00,"","LEGACY",1.00,"",1.00,"",1.00,1.00,,0.70,117.76
2279835,2,1997,48.00,"","IMPREZA",1.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.70,117.76
2279843,1,2004,13.00,,"X3",3.00,,1.00,,1.00,1.00,,0.85,142.69
2279843,2,2009,12.00,,"A3",1.00,,1.00,,2.00,2.00,"DID NOT TRAVEL",0.85,142.69
2279952,1,2008,24.00,"","CR-V",3.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.75,126.93
2279952,2,2002,51.00,"","PASSAT",1.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.75,126.93
2279959,1,2003,49.00,,"AERIO SX",1.00,,1.00,,1.00,1.00,,0.95,160.35
2279992,1,2003,48.00,"","FORESTER",3.00,"",1.00,"",1.00,1.00,,0.65,109.10
2279992,2,1998,19.00,"","DAKOTA",4.00,"",1.00,"",2.00,1.00,,0.65,109.10
2280048,1,2006,13.00,,"525XI",1.00,,1.00,,1.00,1.00,,0.84,141.52
2280048,2,2004,13.00,,"325XI",1.00,,1.00,,2.00,1.00,,0.84,141.52
2280075,1,2002,50.00,,"CAMRY",1.00,,1.00,,99.00,1.00,,0.71,119.40
2280075,2,2009,48.00,,"LEGACY",1.00,,1.00,,99.00,1.00,,0.71,119.40
2280158,1,2008,24.00,,"CR-V",3.00,,1.00,,1.00,1.00,,0.58,98.00
2280158,2,2007,24.00,,"ODYSSEY",2.00,,1.00,,2.00,1.00,,0.58,98.00
2280158,3,2000,23.00,,"SOFTTAIL",7.00,,1.00,,1.00,2.00,"MAIL-IN",0.58,98.00
2280164,1,2005,30.00,,"LIBERTY",3.00,,1.00,,1.00,1.00,,0.59,99.12
2280164,2,2005,20.00,,"F-150",4.00,,1.00,,2.00,1.00,,0.59,99.12
2280164,3,2000,24.00,,"450 ATV",97.00,"ATV",1.00,,99.00,2.00,"RECREATIONAL VEHICLE",0.59,99.12
2280164,4,2000,24.00,,"450 ATV",97.00,"ATV",1.00,,99.00,2.00,"RECREATIONAL VEHICLE",0.59,99.12
2280249,1,9998,98.00,,"DK/RF",4.00,,1.00,,2.00,1.00,,1.11,185.68
2280337,1,1998,48.00,"","LEGACY",1.00,"",1.00,"",1.00,1.00,,1.15,192.34
2280337,2,1992,48.00,"","LEGACY",1.00,"",1.00,"",2.00,1.00,,1.15,192.34
2280356,1,9998,20.00,"","DK/RF",3.00,"",1.00,"",2.00,1.00,,0.54,91.14
2280356,2,2003,48.00,"","IMPREZA",1.00,"",1.00,"",1.00,1.00,,0.54,91.14
2280471,1,2009,39.00,"","MAXIMA",1.00,"",1.00,"",2.00,1.00,,0.63,105.95
2280471,2,2011,15.00,"","SRX",2.00,"",1.00,"",1.00,1.00,,0.63,105.95
2280471,3,2000,30.00,"","GRAND CHEROKEE",3.00,"",1.00,"",98.00,2.00,"NOT NEEDED",0.63,105.95
2280489,1,2002,39.00,,"ALTIMA",1.00,,1.00,,1.00,1.00,,0.59,99.01
2280489,2,2004,50.00,,"COROLLA",1.00,,1.00,,2.00,1.00,,0.59,99.01
2280534,1,1999,24.00,"","CIVIC",1.00,"",1.00,"",1.00,1.00,,0.59,99.18
2280534,2,2005,20.00,"","ESCAPE",3.00,"",1.00,"",2.00,1.00,,0.59,99.18
2280589,1,1999,16.00,"","SUBURBAN",3.00,"",1.00,"",1.00,1.00,,1.05,177.13
2280648,1,1999,50.00,"","CAMRY",1.00,"",1.00,"",1.00,1.00,,0.98,165.17
2280674,1,2008,26.00,"","ELANTRA",1.00,"",1.00,"",1.00,1.00,,0.64,107.49
2280717,1,2005,16.00,,"IMPALA",1.00,,1.00,,1.00,1.00,,0.73,122.89
2280768,1,2006,35.00,,"3",1.00,,1.00,,1.00,1.00,,1.06,178.53
2280799,1,1999,52.00,"","S70",1.00,"",1.00,"",1.00,1.00,,0.89,150.40
2280799,2,2007,50.00,"","HIGHLANDER",3.00,"",1.00,"",2.00,1.00,,0.89,150.40
2280861,1,2003,48.00,"","OUTBACK",3.00,"",1.00,"",2.00,1.00,,0.98,165.17
2280878,1,2005,20.00,,"ESCAPE",3.00,,1.00,,99.00,1.00,,0.78,131.12
2280878,2,2003,32.00,,"RIO",1.00,,1.00,,99.00,1.00,,0.78,131.12
2280879,1,1998,41.00,"","GRAND VOYAGER",2.00,"",1.00,"",1.00,1.00,,1.12,188.22
2280879,2,2004,16.00,"","AVALANCHE",3.00,"",1.00,"",2.00,1.00,,1.12,188.22
2280879,3,2003,16.00,"","TRAIL BLAZER",3.00,"",1.00,"",3.00,2.00,"NOT NEEDED",1.12,188.22
2280908,1,2005,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,0.82,137.48
2280940,1,2004,97.00,"FREIGHTLINER","SPRINTER",99.00,,2.00,,1.00,2.00,"MAIL-IN",0.83,139.63
2280940,2,2005,33.00,,"RX",3.00,,1.00,,2.00,2.00,"MAIL-IN",0.83,139.63
2280940,3,2000,30.00,,"GRAND CHEROKEE",3.00,,1.00,,3.00,2.00,"MAIL-IN",0.83,139.63
2280940,4,1996,20.00,,"F-150",4.00,,1.00,,4.00,1.00,,0.83,139.63
2280940,5,2005,53.00,,"VINO",99.00,,1.00,,1.00,2.00,"MAIL-IN",0.83,139.63
2281004,1,2009,51.00,"","TIGUAN",3.00,"",1.00,"",1.00,1.00,,0.59,99.76
2281004,2,2009,24.00,"","CIVIC",1.00,"",1.00,"",2.00,1.00,,0.59,99.76
2281004,3,2001,24.00,"","CR-V",3.00,"",1.00,"",3.00,1.00,,0.59,99.76
2281022,1,2008,39.00,,"SENTRA",1.00,,1.00,,2.00,1.00,,0.71,120.29
2281022,2,2007,24.00,,"CIVIC",1.00,,1.00,,1.00,1.00,,0.71,120.29
2281030,1,2004,20.00,,"FREESTAR",2.00,,1.00,,99.00,1.00,,1.11,186.12
2281030,2,1999,20.00,,"TAURUS",1.00,,1.00,,99.00,1.00,,1.11,186.12
2281030,3,2000,17.00,,"300M",1.00,,1.00,,99.00,1.00,,1.11,186.12
2281082,1,1999,46.00,,"SEDAN - L SERIES, S SERIES",1.00,,1.00,,99.00,1.00,,0.55,92.63
2281082,2,2008,46.00,,"VUE",3.00,,1.00,,99.00,1.00,,0.55,92.63
2281116,1,2002,51.00,,"PASSAT",1.00,,1.00,,99.00,1.00,,0.59,99.18
2281116,2,2007,50.00,,"CAMRY",1.00,,1.00,,99.00,1.00,,0.59,99.18
